fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	max_bin	num_iterations	early_stopping_rounds	force_row_wise	learning_rate	feature_fraction	bagging_fraction	bagging_freq	min_gain_to_split	max_bin	lambda_l1	lambda_l2	min_data_in_leaf	num_leaves	seed	gleaf_size	gnum_leaves	semilla	isemilla	num_iterations	pos_actual	pos_ratio_actual	gan_validate	gan_test	pos_acum	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211122 190822	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	236	TRUE	0.108991925287177	0.619968119313708	0.838499603601522	818	19.0940353937913	253	34.3245127459522	58.2604954985436	532	214	964333	59.9724111352116	0.530324685355707	964333	2	64	5257	0.0439942088657913	5628750	5828750	5033	0.042119622069912	5608750	5808750	3
20211122 190835	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	236	TRUE	0.108991925287177	0.619968119313708	0.838499603601522	818	19.0940353937913	253	34.3245127459522	58.2604954985436	532	214	187049	59.9724111352116	0.530324685355707	187049	3	60	6036	0.0505134191961035	5505000	5355000	5482	0.0458771643527236	5547500	5647500	3
20211122 190847	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	236	TRUE	0.108991925287177	0.619968119313708	0.838499603601522	818	19.0940353937913	253	34.3245127459522	58.2604954985436	532	214	205151	59.9724111352116	0.530324685355707	205151	4	53	4970	0.041592394533571	5487500	5487500	5341	0.044697178914246	5573750	5873750	3
20211122 190900	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	236	TRUE	0.108991925287177	0.619968119313708	0.838499603601522	818	19.0940353937913	253	34.3245127459522	58.2604954985436	532	214	813697	59.9724111352116	0.530324685355707	813697	5	65	5408	0.0452578812147992	5540000	5690000	5352	0.0447892345158294	5560000	5810000	3
20211122 190913	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	236	TRUE	0.108991925287177	0.619968119313708	0.838499603601522	818	19.0940353937913	253	34.3245127459522	58.2604954985436	532	214	344719	59.9724111352116	0.530324685355707	344719	6	67	5742	0.048053024026512	5422500	5622500	5640	0.0471994175391027	5450000	5650000	3
20211122 190926	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	236	TRUE	0.108991925287177	0.619968119313708	0.838499603601522	818	19.0940353937913	253	34.3245127459522	58.2604954985436	532	214	127217	59.9724111352116	0.530324685355707	127217	7	71	5464	0.045726527913769	5520000	5870000	4821	0.0403454595666692	5473750	5873750	3
20211122 190938	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	236	TRUE	0.108991925287177	0.619968119313708	0.838499603601522	818	19.0940353937913	253	34.3245127459522	58.2604954985436	532	214	464371	59.9724111352116	0.530324685355707	464371	8	65	5630	0.0471157306285724	5462500	5562500	4844	0.0405379394608889	5545000	5895000	3
20211122 190951	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	236	TRUE	0.108991925287177	0.619968119313708	0.838499603601522	818	19.0940353937913	253	34.3245127459522	58.2604954985436	532	214	645137	59.9724111352116	0.530324685355707	645137	9	59	5135	0.0429732285573214	5481250	5781250	4892	0.0409396366314345	5585000	5885000	3
20211122 191004	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	236	TRUE	0.108991925287177	0.619968119313708	0.838499603601522	818	19.0940353937913	253	34.3245127459522	58.2604954985436	532	214	480803	59.9724111352116	0.530324685355707	480803	10	72	5831	0.0487978375302319	5311250	5561250	4889	0.0409145305582754	5538750	5888750	3
20211122 191021	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	235	TRUE	0.111505493398407	0.297934837959474	0.273365641402779	328	20.3556205474888	106	76.9631864351686	86.2305965926498	125	886	378821	74.4859306421131	0.516056260660232	378821	1	8	4620	0.0386633526650097	4075000	4125000	4620	0.0386633526650097	4075000	4125000	4
20211122 191039	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	235	TRUE	0.111505493398407	0.297934837959474	0.273365641402779	328	20.3556205474888	106	76.9631864351686	86.2305965926498	125	886	964333	74.4859306421131	0.516056260660232	964333	2	53	5434	0.045475467182178	4157500	4257500	4924	0.0412074347451315	4095000	4295000	4
20211122 191055	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	235	TRUE	0.111505493398407	0.297934837959474	0.273365641402779	328	20.3556205474888	106	76.9631864351686	86.2305965926498	125	886	187049	74.4859306421131	0.516056260660232	187049	3	18	3746	0.0313491166846594	4667500	4817500	5079	0.0425045818583515	4201250	4401250	4
20211122 191113	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	235	TRUE	0.111505493398407	0.297934837959474	0.273365641402779	328	20.3556205474888	106	76.9631864351686	86.2305965926498	125	886	205151	74.4859306421131	0.516056260660232	205151	4	53	5882	0.0492246407739365	4247500	4147500	4567	0.0382198120391989	4191250	4491250	4
20211122 191131	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	235	TRUE	0.111505493398407	0.297934837959474	0.273365641402779	328	20.3556205474888	106	76.9631864351686	86.2305965926498	125	886	813697	74.4859306421131	0.516056260660232	813697	5	49	7675	0.0642297038320236	3956250	3756250	4434	0.0371067761291456	4107500	4507500	4
20211122 191148	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	235	TRUE	0.111505493398407	0.297934837959474	0.273365641402779	328	20.3556205474888	106	76.9631864351686	86.2305965926498	125	886	344719	74.4859306421131	0.516056260660232	344719	6	31	6375	0.0533504054630815	4031250	3881250	6908	0.0578109177943478	4065000	3965000	4
20211122 191203	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	235	TRUE	0.111505493398407	0.297934837959474	0.273365641402779	328	20.3556205474888	106	76.9631864351686	86.2305965926498	125	886	127217	74.4859306421131	0.516056260660232	127217	7	8	5516	0.0461616998485267	4505000	4305000	5897	0.049350171139732	4078750	4128750	4
20211122 191221	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	235	TRUE	0.111505493398407	0.297934837959474	0.273365641402779	328	20.3556205474888	106	76.9631864351686	86.2305965926498	125	886	464371	74.4859306421131	0.516056260660232	464371	8	52	4076	0.03411078473216	4205000	4405000	4865	0.0407136819730026	4068750	4318750	4
20211122 191239	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	235	TRUE	0.111505493398407	0.297934837959474	0.273365641402779	328	20.3556205474888	106	76.9631864351686	86.2305965926498	125	886	645137	74.4859306421131	0.516056260660232	645137	9	54	5464	0.045726527913769	4320000	4320000	6790	0.05682341225009	4112500	3962500	4
20211122 191255	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	235	TRUE	0.111505493398407	0.297934837959474	0.273365641402779	328	20.3556205474888	106	76.9631864351686	86.2305965926498	125	886	480803	74.4859306421131	0.516056260660232	480803	10	6	4468	0.0373913116249487	4365000	4565000	4843	0.0405295707698359	4146250	4346250	4
20211122 191315	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.133237513432046	0.44483792951447	0.492708388855681	434	37.1041934771347	213	73.1088680448011	63.825186380418	8218	7	378821	32.2289680661634	0.267486313695437	378821	1	38	5704	0.0477350137664968	3970000	3970000	5704	0.0477350137664968	3970000	3970000	5
20211122 191334	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.133237513432046	0.44483792951447	0.492708388855681	434	37.1041934771347	213	73.1088680448011	63.825186380418	8218	7	964333	32.2289680661634	0.267486313695437	964333	2	41	5065	0.0423874201836091	3718750	4118750	5027	0.0420694099235938	3766250	3966250	5
20211122 191353	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.133237513432046	0.44483792951447	0.492708388855681	434	37.1041934771347	213	73.1088680448011	63.825186380418	8218	7	187049	32.2289680661634	0.267486313695437	187049	3	44	4143	0.0346714870327132	4021250	3621250	5953	0.0498188178387018	3908750	3858750	5
20211122 191412	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.133237513432046	0.44483792951447	0.492708388855681	434	37.1041934771347	213	73.1088680448011	63.825186380418	8218	7	205151	32.2289680661634	0.267486313695437	205151	4	34	7130	0.059668767208121	4087500	3637500	6157	0.0515260308135205	3853750	3803750	5
20211122 191431	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.133237513432046	0.44483792951447	0.492708388855681	434	37.1041934771347	213	73.1088680448011	63.825186380418	8218	7	813697	32.2289680661634	0.267486313695437	813697	5	37	6619	0.0553923660800214	3826250	3576250	6134	0.0513335509193007	3882500	3732500	5
20211122 191450	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.133237513432046	0.44483792951447	0.492708388855681	434	37.1041934771347	213	73.1088680448011	63.825186380418	8218	7	344719	32.2289680661634	0.267486313695437	344719	6	47	4551	0.0380859129823504	3911250	3811250	6238	0.0522038947888161	3952500	3802500	5
20211122 191509	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.133237513432046	0.44483792951447	0.492708388855681	434	37.1041934771347	213	73.1088680448011	63.825186380418	8218	7	127217	32.2289680661634	0.267486313695437	127217	7	38	5378	0.0450068204832082	3927500	3577500	6093	0.0509904345861264	3933750	3833750	5
20211122 191528	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.133237513432046	0.44483792951447	0.492708388855681	434	37.1041934771347	213	73.1088680448011	63.825186380418	8218	7	464371	32.2289680661634	0.267486313695437	464371	8	42	7299	0.0610830759960835	3876250	3376250	6270	0.0524716929025131	3962500	3762500	5
20211122 191547	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.133237513432046	0.44483792951447	0.492708388855681	434	37.1041934771347	213	73.1088680448011	63.825186380418	8218	7	645137	32.2289680661634	0.267486313695437	645137	9	39	5054	0.0422953645820257	3982500	3732500	5918	0.0495259136518457	3952500	3852500	5
20211122 191606	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	230	TRUE	0.133237513432046	0.44483792951447	0.492708388855681	434	37.1041934771347	213	73.1088680448011	63.825186380418	8218	7	480803	32.2289680661634	0.267486313695437	480803	10	39	7594	0.063551839856728	3907500	3507500	6259	0.0523796373009298	3976250	3726250	5
20211122 191627	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	90	170.645059270319	155.898697618395	353	488	378821	64.0808299635537	0.802700850204914	378821	1	102	5742	0.048053024026512	5222500	4722500	5742	0.048053024026512	5222500	4722500	6
20211122 191647	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	90	170.645059270319	155.898697618395	353	488	964333	64.0808299635537	0.802700850204914	964333	2	119	4794	0.0401195049082373	5107500	5157500	5098	0.0426635869883591	5227500	4977500	6
20211122 191707	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	90	170.645059270319	155.898697618395	353	488	187049	64.0808299635537	0.802700850204914	187049	3	104	5276	0.0441532139957989	5055000	4705000	5894	0.0493250650665729	5232500	4832500	6
20211122 191725	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	90	170.645059270319	155.898697618395	353	488	205151	64.0808299635537	0.802700850204914	205151	4	82	4008	0.0335417137405538	4990000	4990000	4918	0.0411572225988133	5202500	5052500	6
20211122 191741	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	90	170.645059270319	155.898697618395	353	488	813697	64.0808299635537	0.802700850204914	813697	5	54	4707	0.0393914287866235	5016250	5166250	4684	0.0391989488924037	5145000	5095000	6
20211122 191802	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	90	170.645059270319	155.898697618395	353	488	344719	64.0808299635537	0.802700850204914	344719	6	129	5789	0.0484463525060045	5063750	4513750	4662	0.039014837689237	5172500	5122500	6
20211122 191821	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	90	170.645059270319	155.898697618395	353	488	127217	64.0808299635537	0.802700850204914	127217	7	89	4660	0.038998100307131	5325000	4975000	4687	0.0392240549655628	5191250	5141250	6
20211122 191840	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	90	170.645059270319	155.898697618395	353	488	464371	64.0808299635537	0.802700850204914	464371	8	94	4298	0.0359686341459332	4927500	4777500	4740	0.0396675955913736	5225000	5075000	6
20211122 191857	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	90	170.645059270319	155.898697618395	353	488	645137	64.0808299635537	0.802700850204914	645137	9	57	5688	0.0476011147096483	5090000	4690000	4646	0.0388809386323885	5192500	5092500	6
20211122 191916	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	90	170.645059270319	155.898697618395	353	488	480803	64.0808299635537	0.802700850204914	480803	10	96	4796	0.0401362422903434	4955000	4805000	5920	0.0495426510339518	5150000	4900000	6
20211122 191933	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	53	91.4323899499141	152.529438659549	16098	7	378821	25.1164709297009	0.4647782075305	378821	1	27	4814	0.040286878729298	3432500	3532500	4814	0.040286878729298	3432500	3532500	7
20211122 191949	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	53	91.4323899499141	152.529438659549	16098	7	964333	25.1164709297009	0.4647782075305	964333	2	27	5268	0.0440862644673747	3515000	3615000	4735	0.0396257521361084	3481250	3531250	7
20211122 192006	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	53	91.4323899499141	152.529438659549	16098	7	187049	25.1164709297009	0.4647782075305	187049	3	31	4680	0.0391654741281916	3450000	3700000	5258	0.0440025775568443	3527500	3527500	7
20211122 192021	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	53	91.4323899499141	152.529438659549	16098	7	205151	25.1164709297009	0.4647782075305	205151	4	16	4743	0.0396927016645326	3521250	3521250	4221	0.0353242449348497	3423750	3573750	7
20211122 192037	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	53	91.4323899499141	152.529438659549	16098	7	813697	25.1164709297009	0.4647782075305	813697	5	20	4450	0.0372406751859942	3287500	3487500	4344	0.0363535939343727	3370000	3570000	7
20211122 192053	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	53	91.4323899499141	152.529438659549	16098	7	344719	25.1164709297009	0.4647782075305	344719	6	32	4887	0.0408977931761693	3441250	3491250	5330	0.0446051233126627	3337500	3587500	7
20211122 192110	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	53	91.4323899499141	152.529438659549	16098	7	127217	25.1164709297009	0.4647782075305	127217	7	41	5023	0.0420359351593817	3421250	3421250	5593	0.0468060890596102	3458750	3408750	7
20211122 192127	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	53	91.4323899499141	152.529438659549	16098	7	464371	25.1164709297009	0.4647782075305	464371	8	23	4153	0.0347551739432435	3458750	3608750	4869	0.0407471567372147	3363750	3563750	7
20211122 192143	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	53	91.4323899499141	152.529438659549	16098	7	645137	25.1164709297009	0.4647782075305	645137	9	22	5264	0.0440527897031625	3570000	3770000	5237	0.0438268350447307	3453750	3603750	7
20211122 192159	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	53	91.4323899499141	152.529438659549	16098	7	480803	25.1164709297009	0.4647782075305	480803	10	31	4547	0.0380524382181383	3516250	3566250	4838	0.0404877273145707	3402500	3552500	7
20211122 192221	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	35	145.756030876655	25.0160459976178	478	330	378821	61.0390264387242	0.734272518527927	378821	1	34	4509	0.0377344279581231	4063750	4463750	4509	0.0377344279581231	4063750	4463750	8
20211122 192241	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	35	145.756030876655	25.0160459976178	478	330	964333	61.0390264387242	0.734272518527927	964333	2	24	4842	0.0405212020787829	4247500	4497500	5271	0.0441113705405338	4061250	4261250	8
20211122 192300	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	35	145.756030876655	25.0160459976178	478	330	187049	61.0390264387242	0.734272518527927	187049	3	17	4080	0.0341442594963722	4300000	4450000	4601	0.0385043475350021	4248750	4398750	8
20211122 192322	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	35	145.756030876655	25.0160459976178	478	330	205151	61.0390264387242	0.734272518527927	205151	4	55	6681	0.0559112249253094	4148750	4148750	4621	0.0386717213560627	4223750	4573750	8
20211122 192344	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	35	145.756030876655	25.0160459976178	478	330	813697	61.0390264387242	0.734272518527927	813697	5	54	6276	0.0525219050488313	4305000	4005000	4274	0.0357677855606605	4157500	4557500	8
20211122 192406	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	35	145.756030876655	25.0160459976178	478	330	344719	61.0390264387242	0.734272518527927	344719	6	50	5684	0.0475676399454361	4295000	4495000	4014	0.033591925886872	4082500	4482500	8
20211122 192428	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	35	145.756030876655	25.0160459976178	478	330	127217	61.0390264387242	0.734272518527927	127217	7	55	6765	0.0566141949737642	4343750	3543750	4104	0.0343451080816449	4070000	4470000	8
20211122 192449	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	35	145.756030876655	25.0160459976178	478	330	464371	61.0390264387242	0.734272518527927	464371	8	40	6793	0.0568485183232491	4108750	3658750	4330	0.0362364322596303	4037500	4337500	8
20211122 192508	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	35	145.756030876655	25.0160459976178	478	330	645137	61.0390264387242	0.734272518527927	645137	9	17	3806	0.0318512381478413	4192500	4742500	4017	0.0336170319600311	4078750	4478750	8
